name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
london,2020-01-02T08:00:00,8,6,5.9,86.06,,,,,,,11.5,194,1022.9,0.7,13.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T09:00:00,8.1,5.6,6.6,89.69,,,,,,,15.1,195,1022.7,0.6,10.1,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T10:00:00,8.6,6.2,7.2,90.33,,,,,,,15.7,203,1022.2,0.7,18.4,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T11:00:00,9.5,6.9,6.9,83.31,,,,,,,18.7,197,1021.4,0.7,29.6,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T12:00:00,10,10,6.9,80.57,0.2,,,,,,18.5,194,1020.3,0.6,34.2,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T13:00:00,10.1,10.1,7.4,82.79,,,,,,,20.8,211,1019.1,0.6,30.1,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T14:00:00,10.5,10.5,7.1,79.5,,,,,,,22.8,214,1018.2,0.6,38.3,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T15:00:00,10.6,10.6,6.4,74.79,,,,,,48.2,24.3,224,1018.2,0.7,28.8,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T16:00:00,10.1,10.1,6.7,78.93,,,,,,,22.2,214,1017.4,0.6,26.5,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T17:00:00,10.1,10.1,6.7,78.95,,,,,,38.9,23.2,224,1016.9,0.6,25.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T18:00:00,10.1,10.1,7.4,82.82,,,,,,,23,221,1016.4,0.6,16.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T19:00:00,10.1,10.1,7.7,84.54,,,,,,,19.2,214,1016.4,0.6,23,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T20:00:00,10.1,10.1,7.8,85.66,,,,,,38.9,20.1,220,1015.9,0.6,20.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T21:00:00,10.1,10.1,7.6,83.93,,,,,,,24.3,211,1015.4,0.5,23.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T22:00:00,10.6,10.6,7.9,82.87,,,,,,48.2,23,217,1015.5,0.6,22.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-02T23:00:00,10.6,10.6,8.2,84.57,,,,,,,22.1,214,1015.3,0.7,14.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T00:00:00,10.1,10.1,8.7,90.44,0.2,,,,,,22.1,211,1014.7,0.7,5.2,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T01:00:00,10.1,10.1,9.1,93.53,,,,,,48.2,21.5,199,1013.6,0.6,5.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T02:00:00,10.5,10.5,9.2,91.09,,,,,,,19.7,195,1012.9,0.6,4.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T03:00:00,10.5,10.5,9.6,93.56,,,,,,,20.1,193,1012.2,0.6,6.8,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T04:00:00,10.6,10.6,9.7,93.56,,,,,,,23,226,1012.3,0.6,9.3,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T05:00:00,10.6,10.6,9.3,91.68,,,,,,51.8,21.8,255,1013.1,0.5,35.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T06:00:00,10.6,10.6,8.8,88.67,0.81,,,,,,20.7,253,1013.7,0.6,30.2,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T07:00:00,10.1,10.1,8.8,91.66,,,,,,,19,244,1014.4,0.6,30.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T08:00:00,10,10,8.9,92.28,,,,,,,17.7,253,1015.4,0.6,15.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T09:00:00,10.1,10.1,9.1,93.52,,,,,,,19.6,266,1016.3,0.6,16,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T10:00:00,10.6,10.6,9.1,90.43,,,,,,47.7,25,303,1018.8,0.6,26.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T11:00:00,9,6.2,4.4,72.46,,,,,,,20.3,321,1020.2,0.6,28.5,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T12:00:00,8.6,5.4,3.6,70.84,0.2,,,,,,23,332,1021.7,0.5,31.3,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T13:00:00,8.1,4.9,3.8,74.27,,,,,,,21.3,331,1022.8,0.3,32.8,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T14:00:00,9,6.2,1.7,59.86,,,,,,,19.5,334,1024,0.2,30,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T15:00:00,8.6,5.8,1.2,59.33,,,,,,,18.7,324,1025.1,0,32.8,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T16:00:00,8.5,6.2,1.2,59.76,,,,,,,14.1,316,1026.7,0.1,35.6,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T17:00:00,7.1,5.3,1.8,69.07,,,,,,,9.7,305,1028,0.1,30.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T18:00:00,6.5,4.4,2,73.01,,,,,,,10.8,296,1029.4,0.1,28.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T19:00:00,6.1,3.8,1.8,74,,,,,,,11.3,286,1030.2,0.2,26.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T20:00:00,5.6,3.1,1.8,76.59,,,,,,,11.9,278,1031.2,0.2,28,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T21:00:00,5.6,3.4,1.8,76.58,,,,,,,10.1,280,1031.7,0.1,27.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T22:00:00,5.6,3.5,1.5,74.99,,,,,,,9.6,286,1032.2,0.2,25.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-03T23:00:00,6,3.3,1.6,73.47,,,,,,,13.5,284,1032.5,0.2,26.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T00:00:00,5.5,3.4,1.6,76.05,,,,,,,9.4,262,1033.1,0,26.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T01:00:00,4.1,1.8,1.5,83.22,,,,,,,9.5,239,1033,0,24,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T02:00:00,4.6,1.4,2,83.28,,,,,,,14.4,256,1033.1,0.2,24.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T03:00:00,4,1.3,1.7,84.38,,,,,,,11,244,1032.9,0.4,25.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T04:00:00,4.6,1.4,1.9,82.08,,,,,,,14.6,249,1033.3,0.5,32.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T05:00:00,5,1.6,2.4,82.71,,,,,,,16.5,247,1033.1,0.7,34.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T06:00:00,5.1,2.3,2.4,82.15,,,,,,,13,252,1033.1,0.7,32.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T07:00:00,5.1,2.1,3,86.31,,,,,,,14.1,249,1033.3,0.6,29.8,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T08:00:00,4.7,1.4,2.8,88.1,,,,,,,14.8,241,1033.6,0.4,31.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T09:00:00,5.2,1.5,3.2,86.9,,,,,,,18.1,244,1033.8,0.6,34.5,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T10:00:00,6.6,3.3,3.6,81.17,,,,,,,18.8,253,1034.6,0.6,37.3,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T11:00:00,8.1,5,3.7,73.31,,,,,,,20.5,261,1034.6,0.7,37.7,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T12:00:00,8.5,5.8,3.4,69.87,,,,,,,17.7,270,1034.6,0.7,42.8,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T13:00:00,8.1,4.9,3.6,72.78,,,,,,,21.9,271,1033.9,0.5,42.8,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T14:00:00,8.6,5.6,3.4,69.36,,,,,,,20.7,271,1033.7,0.2,46,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T15:00:00,8.6,5.9,3.6,70.83,,,,,,,17.6,278,1034,0.3,49.4,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T16:00:00,8.6,6.2,3.3,69.37,,,,,,,15.2,283,1034.4,0.4,50,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T17:00:00,8.5,6.8,3.3,69.86,,,,,,,10.6,271,1035.1,0.6,45.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T18:00:00,8.5,6.8,3.6,71.35,,,,,,,10.8,259,1035.5,0.6,43.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T19:00:00,8.1,6.6,3.8,74.35,,,,,,,9.2,239,1035.2,0.5,37.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T20:00:00,7.6,5.9,3.8,76.93,,,,,,,9.9,249,1035.5,0.6,34.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T21:00:00,7.1,5.4,4.2,81.27,,,,,,,9.2,249,1035.6,0.7,32.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T22:00:00,7.1,5.1,4.4,82.42,,,,,,,10.9,250,1035.4,0.7,31.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-04T23:00:00,7.1,5.1,4.6,84.15,,,,,,,10.5,249,1035.6,0.7,30.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T00:00:00,7,5.4,4.7,84.74,,,,,,,8.8,242,1035.4,0.7,28.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T01:00:00,7.1,5.1,4.9,85.35,,,,,,,10.5,228,1035.1,0.6,30.8,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T02:00:00,7.1,5.4,5.3,88.36,,,,,,,9.3,236,1035,0.7,27.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T03:00:00,7.5,5.4,5.4,85.99,,,,,,,12,235,1035.2,0.7,36.3,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T04:00:00,7.5,5.3,5.3,85.99,,,,,,,12.1,243,1035.1,0.6,28.3,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T05:00:00,7.5,5,5.3,86.01,,,,,,,14,234,1034.8,0.6,19.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T06:00:00,7,4.4,5.6,90.83,,,,,,,14.1,235,1034.7,0.6,30.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T07:00:00,6.6,4.2,5.1,90.18,,,,,,,12.3,223,1034.5,0.7,39.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T08:00:00,7.1,5,4.9,85.36,,,,,,,11.4,214,1034.4,0.7,45.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T09:00:00,7.1,4.8,4.9,85.36,,,,,,,12.3,236,1034.2,0.6,39,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T10:00:00,7.6,5.5,4.7,81.36,,,,,,,12.1,225,1034.4,0.7,44.7,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T11:00:00,8.5,6.2,4.4,74.96,,,,,,,14.3,238,1034.5,0.7,50,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T12:00:00,8.6,5.7,4.1,72.89,0.2,,,,,,19.4,243,1033.8,0.6,52.3,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T13:00:00,8.6,5.6,3.7,70.87,,,,,,,20.7,250,1033.1,0.7,52.3,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T14:00:00,8.6,5.7,4.1,72.87,,,,,,,20.1,250,1032.7,0.7,46.2,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T15:00:00,9,6.4,3.9,69.97,,,,,,,18,252,1032.6,0.6,49,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T16:00:00,8.6,6.4,3.9,71.86,,,,,,,14.3,241,1032.5,0.7,51.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T17:00:00,8.6,6.5,4.2,73.4,,,,,,,13.4,238,1032.3,0.7,37.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T18:00:00,8.5,6.5,4.2,73.9,,,,,,,12.4,216,1031.9,0.7,43.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T19:00:00,8.6,6.4,3.9,71.91,,,,,,,13.9,222,1031.7,0.7,37.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T20:00:00,8.1,5.8,5.1,81.39,,,,,,,14,219,1031.4,0.7,40.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T21:00:00,8.1,6.2,4.8,79.72,,,,,,,11.5,220,1030.8,0.7,41.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T22:00:00,8.1,6.1,4.9,79.73,,,,,,,11.6,214,1030.2,0.7,31.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-05T23:00:00,8.1,6.1,4.9,79.74,,,,,,,11.7,215,1029.6,0.7,27.3,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T00:00:00,8.5,6.5,5.2,79.26,,,,,,,12.2,212,1029.2,0.7,22.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T01:00:00,8.5,6.5,5.2,79.25,,,,,,,12.2,212,1028.4,0.7,26.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T02:00:00,8.1,5.3,4.8,79.71,,,,,,,17.7,214,1027.8,0.7,40.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T03:00:00,8,4.9,3.4,72.26,,,,,,,19.9,210,1027.1,0.7,41.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T04:00:00,7.6,4.2,3.3,74.23,,,,,,,21.8,220,1026.4,0.7,40,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T05:00:00,7,3.8,2.4,72.07,,,,,,,18.4,211,1025.8,0.7,36.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T06:00:00,7,4,2.4,72.08,,,,,,,16.9,204,1024.9,0.7,31.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T07:00:00,6.6,3.4,2.2,73.03,,,,,,,18,203,1024.5,0.7,36.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T08:00:00,6.6,3.2,2.7,75.66,,,,,,,19.7,202,1023.9,0.7,37.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T09:00:00,7,4.1,2.4,72.08,,,,,,,16.3,200,1023,0.7,38.8,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T10:00:00,7.1,3.4,2.7,73.11,,,,,,,24.2,203,1021.7,0.7,39.8,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T11:00:00,8,4.4,3.1,71.24,,,,,,,25.2,197,1020.8,0.7,37,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T12:00:00,8.5,5,3.1,68.89,,,,,,,26.5,211,1019.8,0.6,36.4,,,0,,Clear,clear-day,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T13:00:00,8.1,4.8,3.5,72.79,,,,,,35.3,22.9,214,1019,0.6,37.9,,,0,,Clear,clear-day,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T14:00:00,8,4.7,3.6,73.29,,,,,,,22.1,209,1018.3,0.6,33.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2020-01-06T15:00:00,8.5,5.6,4.2,73.9,,,,,,,19.4,208,1017.8,0.6,32.2,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
