name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
london,2018-01-01T00:00:00,7.6,7.6,3.6,75.82,0.34,,,,,51.3,0.2,254,997.4,0.6,38.1,,,0,,Rain,rain,"03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T01:00:00,7.5,3.6,3.6,76.34,,,,,,,27.1,254,998.4,0.3,31.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T02:00:00,6.6,2.9,3.1,78.37,,,,,,,22.8,250,999.6,0.3,31.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T03:00:00,6.5,2.8,2.6,76.16,,,,,,,22.3,244,999.6,0.3,38.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T04:00:00,6.1,2.3,2.8,79.41,,,,,,,21.6,233,999.6,0.4,36.3,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T05:00:00,6.1,2.9,2.6,78.3,,,,,,,16.7,228,999.5,0.2,34.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T06:00:00,6.1,2.7,2.6,78.31,4.4,,,,,,18.3,224,998.9,0.2,22.3,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T07:00:00,6.1,3,2.8,79.44,,,,,,,16.4,210,998.5,0.4,18.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T08:00:00,6.1,3.6,2.9,79.44,,,,,,,12.3,211,997.6,0.5,16.8,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T09:00:00,6.1,3.9,3.1,81.13,,,,,,,10.5,192,996.7,0.4,16.4,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T10:00:00,7,5.2,3.6,79.03,,,,,,,9.6,189,996,0.4,14.3,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T11:00:00,7.5,5.8,4.4,80.23,,,,,,,9.4,180,995.5,0.6,15.2,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T12:00:00,7.8,7.8,5.3,84.24,1.18,,,,,,0.1,232,995.4,0.5,15.2,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T13:00:00,8,5.1,5.3,83.11,,,,,,,18.4,256,995.7,0.6,17,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T14:00:00,8.1,5.7,4.2,75.97,,,,,,,14.4,282,995.8,0.6,27.7,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T15:00:00,7.6,4.4,4,77.99,,,,,,,20.2,286,997.1,0.6,35.4,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T16:00:00,7.1,4,3.5,77.9,,,,,,,18.5,285,998.2,0.2,35.3,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T17:00:00,7.1,3.6,3.6,78.45,,,,,,,22,268,999.4,0.4,32.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T18:00:00,7,3.8,3.3,77.34,0.3,,,,,,18.8,265,1000.5,0.2,29,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T19:00:00,7.6,3.9,3,72.66,,,,,,,25,270,1001.8,0.3,31.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T20:00:00,7.6,3.8,2.3,69.16,,,,,,,26.7,274,1003.3,0.3,33.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T21:00:00,8.1,4.4,2.6,68.28,,,,,,53.6,26.9,284,1004.8,0.4,33.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T22:00:00,7.6,3.6,2.3,69.16,,,,,,50,28.9,284,1006.3,0.5,35,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-01T23:00:00,7.5,3.7,2.1,68.66,,,,,,50,26.1,283,1007.5,0,35.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T00:00:00,6.8,6.8,1.8,70.5,,,,,,,0.1,273,1009.1,0,30.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T01:00:00,6.1,2.4,2,75.03,,,,,,,21,275,1009.9,0,30,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T02:00:00,6,3.1,2.1,76.11,,,,,,,14.8,261,1010.6,0,26.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T03:00:00,5.5,2.3,2.1,78.78,,,,,,,15.8,251,1011,0,26.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T04:00:00,5.1,2.2,1.8,79.27,,,,,,,13.7,265,1011.5,0.1,19.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T05:00:00,5,2.3,1.8,79.82,,,,,,,12.2,250,1011.5,0.3,17.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T06:00:00,4.5,1.9,1.8,82.64,,,,,,,11.2,253,1012.1,0.4,16.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T07:00:00,4.6,2.8,2,83.25,,,,,,,7.8,212,1011.8,0.5,15.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T08:00:00,5.5,3.3,2.3,79.93,,,,,,,10.1,179,1011,0.5,15,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T09:00:00,5.6,3.7,2.3,79.36,,,,,,,8.9,193,1011,0.5,15.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T10:00:00,6.5,4.4,3.1,78.95,,,,,,,10.3,161,1009.9,0.6,13.1,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T11:00:00,6.5,4.4,4.8,88.92,,,,,,,10.5,161,1009.1,0.6,6.6,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T12:00:00,7.3,7.3,6.6,95.33,4,,,,,,0.1,172,1006.8,0.6,6,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T13:00:00,8.5,5.4,7.6,93.46,,,,,,,21.5,191,1004.9,0.7,4.6,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T14:00:00,9.1,6,7.9,91.61,,,,,,,23.3,201,1003.4,0.7,4.7,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T15:00:00,10,10,8.8,92.28,,,,,,,20.1,226,1002.9,0.5,21.4,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T16:00:00,10.1,10.1,8.8,91.65,,,,,,,17.5,235,1002.7,0.5,16.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T17:00:00,10.5,10.5,8.5,87.45,,,,,,,15.6,230,1002.2,0.5,10.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T18:00:00,10.6,10.6,8,83.97,,,,,,,18,239,1001.5,0.5,7.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T19:00:00,10.5,10.5,8.6,88.05,,,,,,,19.9,210,999.6,0.5,7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T20:00:00,10.5,10.5,8,84.56,,,,,,46.4,27.5,217,998.1,0.4,5.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T21:00:00,10.1,10.1,8.9,91.66,,,,,,59.4,30.8,211,995,0.5,3.3,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T22:00:00,11.1,11.1,10.1,93.57,,,,,,51.1,33.1,217,992.1,0.6,4.5,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-02T23:00:00,12.5,12.5,11.1,91.21,,,,,,48.6,31.5,220,989.5,0.7,5.2,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T00:00:00,11.8,11.8,8.3,79.15,5.01,,,,,106.4,0.3,262,988.8,0.4,26.5,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T01:00:00,10.6,10.6,6.1,73.74,,,,,,64.5,39.9,261,989.8,0.2,25.4,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T02:00:00,10.1,10.1,5.5,73.12,,,,,,57.5,37.8,256,989.1,0.3,21.9,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T03:00:00,7.7,2.9,3.2,73.17,,,,,,96,39,267,989.3,0.5,21.1,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T04:00:00,8.6,4.2,1.9,62.36,,,,,,66.7,39.9,266,989.5,0.3,15.9,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T05:00:00,8.5,3.8,1.4,60.61,,,,,,68.4,44.3,269,989.9,0.3,17,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T06:00:00,8.1,3.3,1.6,63.58,3,,,,,71.9,44.5,270,990.9,0.4,18.8,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T07:00:00,8.1,3.6,1.5,63.14,,,,,,71.3,39,270,992.5,0.2,22.6,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T08:00:00,8.5,3.8,1.9,62.8,,,,,,72.2,43.6,270,993.8,0.4,19.5,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T09:00:00,8.6,4.1,2.5,65.55,,,,,,71.1,41,267,995.4,0.5,19.5,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T10:00:00,9,4.8,2.3,62.9,,,,,,66.7,38.2,267,996.7,0.6,21.5,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T11:00:00,9.6,5.4,3.1,63.92,,,,,,72.5,42.5,274,997.6,0.5,18,,,0,,Clear,wind,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T12:00:00,10.3,10.3,3.3,61.86,,,,,,73,0.3,276,998.5,0.6,14.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T13:00:00,10.6,10.6,2.8,58.55,,,,,,68.2,40.2,276,999.1,0.6,14.3,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T14:00:00,10.6,10.6,2.6,57.72,,,,,,67.6,41.9,274,1000.1,0.6,14.5,,,0,,Clear,wind,"03769099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T15:00:00,10.1,10.1,2.3,58.42,,,,,,64.3,33.6,274,1000.7,0.3,14.1,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T16:00:00,10,10,2.8,60.93,,,,,,55.9,33.5,267,1001.1,0.4,14.5,,,0,,Clear,wind,"03660099999,03672099999,03781099999,03768099999,03772099999,03770099999"
london,2018-01-03T17:00:00,9.1,5.2,3.2,66.14,,,,,,54.7,34,264,1001.2,0.4,13.2,,,0,,Clear,wind,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T18:00:00,9.5,5.6,3.8,67.63,,,,,,51.8,35.3,261,1001.1,0.4,12,,,0,,Clear,wind,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T19:00:00,9.1,5.2,3.6,68.48,,,,,,51.8,34.5,267,1001.3,0.4,13.8,,,0,,Clear,wind,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T20:00:00,9,5.4,3.6,68.96,,,,,,46.9,29,267,1001.6,0.5,12.9,,,0,,Clear,clear-night,"03769099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T21:00:00,8.6,5.6,4,72.87,,,,,,35.3,20.6,251,1001.3,0.7,10.8,,,0,,Clear,clear-night,"03769099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-03T22:00:00,8,4.3,4.1,76.41,,,,,,,26.7,256,1001.2,0.3,9.2,,,0,,Clear,clear-night,"03680099999,03660099999,03781099999,03768099999,03772099999,03770099999"
london,2018-01-03T23:00:00,8,5,4.1,76.41,,,,,,35.3,19.4,255,1001,0.4,9.8,,,0,,Clear,clear-night,"03769099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T00:00:00,7.6,7.6,4.3,79.62,,,,,,33.5,0.1,246,1001.1,0.2,10.3,,,0,,Clear,clear-night,"03680099999,03660099999,03781099999,03768099999,03772099999,03770099999"
london,2018-01-04T01:00:00,7.1,4.5,3.8,79.54,,,,,,,14.1,246,1000.2,0.2,15,,,0,,Clear,clear-night,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T02:00:00,7.1,4,3.3,76.81,,,,,,,18.1,246,1000,0.4,18,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T03:00:00,7.1,4.5,3.7,78.46,,,,,,,14.2,232,999.3,0.4,22,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T04:00:00,7,4.9,4.6,84.74,,,,,,,11.3,210,998.1,0.3,11.7,,,0,,Clear,clear-night,"03680099999,03660099999,03781099999,03768099999,03772099999,03770099999"
london,2018-01-04T05:00:00,6.6,5.2,5.6,93.35,,,,,,1.8,7.4,213,997.3,0.6,5.3,,,0,,Clear,clear-night,"03769099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T06:00:00,6.6,6.6,6.1,96.63,3.2,,,,,,3.6,155,995.9,0.4,4.3,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T07:00:00,7,5.7,6.3,95.32,,,,,,,7.3,143,994.4,0.7,5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T08:00:00,7.1,4.8,6.7,97.29,,,,,,,12,162,993,0.7,5.8,,,0,,Clear,clear-night,"03660099999,03672099999,03781099999,03768099999,03772099999,03770099999"
london,2018-01-04T09:00:00,7.6,5.4,7.1,96.65,,,,,,,12,204,992.3,0.6,4.2,,,0,,Clear,clear-day,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T10:00:00,9.6,7.2,9.3,98.63,,,,,,,16.3,239,992.1,0.6,13.5,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T11:00:00,11.5,11.5,10.5,93.53,,,,,,53.6,21.9,239,991.2,0.5,14,,,0,,Clear,clear-day,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T12:00:00,12.5,12.5,8.6,77.12,4.99,,,,,56.5,0.2,245,990.5,0.6,12.4,,,0,,Rain,rain,"03660099999,03672099999,03781099999,03768099999,03772099999,03770099999"
london,2018-01-04T13:00:00,12.6,12.6,6.6,66.87,,,,,,66.9,20.8,252,990.2,0.6,11.8,,,0,,Clear,clear-day,"03769099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T14:00:00,12,12,4.7,60.59,,,,,,90.1,52.7,264,990.3,0.6,15.5,,,0,,Clear,wind,"03680099999,03660099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T15:00:00,10.5,10.5,4,64.14,,,,,,81.5,51.5,260,990.9,0.6,19.8,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T16:00:00,9.6,5.2,3.1,63.94,,,,,,73,45,267,992.3,0.5,26.2,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T17:00:00,8.6,4.4,2.3,64.62,,,,,,62.3,36.6,270,993.9,0.2,32.6,,,0,,Clear,wind,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T18:00:00,8.5,4.8,2.6,66.47,3,,,,,52.5,28.9,267,995,0.1,30.8,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T19:00:00,7.6,4.2,2.6,70.66,,,,,,46.8,22.5,256,995,0.1,28.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T20:00:00,7.5,3.9,3.5,75.78,,,,,,,24.3,249,995.7,0.4,26.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T21:00:00,7.6,4.5,3.6,75.81,,,,,,,19.4,241,995.5,0.5,27.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T22:00:00,7.5,5.5,4.3,80.2,,,,,,,11,223,995,0.6,16.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-04T23:00:00,6.5,4,4.5,87.06,,,,,,,12.9,233,993.9,0.5,8.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T00:00:00,5.5,5.5,3.9,88.84,2,,,,,,0.1,217,993.4,0.2,16.1,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T01:00:00,5.6,3.2,4.8,94.59,,,,,,,11.1,233,993.5,0.6,20.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T02:00:00,6,3.7,5,93.31,,,,,,,11,234,993.9,0.3,23.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T03:00:00,6.6,3.7,5.1,90.17,,,,,,,16,243,994,0.5,24.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T04:00:00,6.1,3,4.6,90.1,,,,,,,16.3,237,994,0.3,23.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T05:00:00,6.6,4.1,4.3,85.28,,,,,,,12.8,228,993.5,0.4,23.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T06:00:00,6.1,3.4,3.9,85.23,,,,,,,13.5,217,993.7,0.5,16.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T07:00:00,6.5,4.1,4.3,85.87,,,,,,,12.4,221,993.4,0.4,14.8,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T08:00:00,7.5,4.8,5.1,84.79,,,,,,,15.5,210,993.1,0.5,11.6,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T09:00:00,8,5,4.6,79.17,,,,,,,19.2,219,993.2,0.4,13.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T10:00:00,7.6,4.7,3.9,76.93,,,,,,,17.6,224,992.9,0.3,28.7,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T11:00:00,9,6.4,4.5,73.47,,,,,,,18.1,222,992.9,0.3,27.2,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T12:00:00,9.1,9.1,4,70.44,0.62,,,,,40.7,0.2,241,992.8,0.4,20.5,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T13:00:00,9.1,5.6,2.8,64.74,,,,,,59.4,27.5,249,993,0.6,22.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T14:00:00,8.6,4.9,2.1,63.7,,,,,,58.2,29.1,253,993.4,0.4,30.6,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T15:00:00,8.1,4.7,2.1,65.89,,,,,,50,23.3,249,994.2,0.3,31.9,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T16:00:00,7.5,4,2.3,69.62,,,,,,,22.6,254,994.9,0.2,35.4,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T17:00:00,7,4,2.1,71.05,,,,,,,17,250,995.8,0.2,35.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T18:00:00,6,3.3,1.8,74.49,,,,,,,13.6,255,996.5,0.1,31.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T19:00:00,5.5,3.4,2.1,78.78,,,,,,,9.5,262,997.5,0.2,29.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T20:00:00,5,3.7,2,81,,,,,,,6.3,233,998.2,0.3,26,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T21:00:00,4.1,4.1,1.8,85.02,,,,,,,4.6,214,998.6,0.4,24.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T22:00:00,3.6,2.4,2,89.29,,,,,,,5.5,128,999.3,0.5,22.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-05T23:00:00,3.6,3.6,2.3,91.23,,,,,,,3.8,81,1000,0.5,21.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T00:00:00,3.1,3.1,2.1,93.16,,,,,,,0,69,1000.7,0.6,15.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T01:00:00,3.6,2.5,2.8,94.51,,,,,,,5,46,1001.1,0.7,8.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T02:00:00,5.6,4.8,2.8,82.27,,,,,,,5,24,1001.5,0.4,9.1,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T03:00:00,4.6,4.6,2.1,83.92,,,,,,,3.6,14,1002.3,0.4,9.2,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T04:00:00,4.6,4.6,2.3,85.1,,,,,,,3.6,65,1002.4,0.3,17.4,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T05:00:00,4.1,4.1,2,86.27,,,,,,,3.6,360,1003.1,0.2,7.8,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T06:00:00,3.5,2.3,1.6,87.45,2.07,,,,,,5.4,40,1003.8,0.2,5.7,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T07:00:00,2.6,0.6,1.1,89.9,,,,,,,7.4,38,1005,0.4,6.5,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T08:00:00,2.5,0.3,1,89.89,,,,,,,8,35,1006.2,0.5,3.7,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T09:00:00,2.5,-0.3,0.8,88.61,,,,,,,10,20,1007.5,0.6,3.5,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T10:00:00,2.6,-0.5,1,89.25,,,,,,,11.7,34,1008.5,0.3,5.4,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T11:00:00,3.1,0.4,1.1,86.76,,,,,,,10.4,34,1009.5,0.3,8.2,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T12:00:00,4,4,1.7,84.4,0.2,,,,,,0.1,39,1010.1,0.3,11.9,,,0,,Rain,rain,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T13:00:00,4.6,1.4,2.5,86.26,,,,,,,14.7,33,1010.5,0.5,13.1,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T14:00:00,5,1.7,2.9,85.71,,,,,,,15.5,42,1011.1,0.5,11.5,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T15:00:00,5.1,1.7,3.1,86.92,,,,,,,16.5,36,1012.2,0.5,12.5,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T16:00:00,6,2.5,3.3,82.85,,,,,,,19.3,40,1013.1,0.6,16.3,,,0,,Clear,clear-day,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
london,2018-01-06T17:00:00,6.1,2.7,3.1,81.14,,,,,,,18.1,39,1014.2,0.6,22.9,,,0,,Clear,clear-night,"03769099999,03680099999,03672099999,03781099999,03772099999,03770099999"
